City,Date,PM2.5,PM10,NO2,CO,O3,SO2,AQI,AQI_Bucket
Bengaluru,2020-01-25,44.82,95.52,46.43,1.23,30.14,6.85,100.0,Satisfactory
Bengaluru,2020-01-26,44.48,93.93,45.71,1.1,36.55,8.32,97.0,Satisfactory
Bengaluru,2020-01-27,45.49,92.25,41.23,1.24,42.71,9.36,98.0,Satisfactory
Bengaluru,2020-01-28,52.63,98.54,33.37,1.17,47.28,13.04,102.0,Moderate
Bengaluru,2020-01-29,46.45,100.44,38.65,0.99,50.62,11.45,115.0,Moderate
Bengaluru,2020-01-30,43.42,107.2,47.61,1.19,37.97,9.86,112.0,Moderate
Bengaluru,2020-01-31,46.36,102.88,37.62,1.05,47.97,8.97,111.0,Moderate
Bengaluru,2020-02-01,52.07,105.15,31.67,1.03,43.71,10.3,102.0,Moderate
Bengaluru,2020-02-02,35.27,84.84,24.1,0.81,39.98,6.12,94.0,Satisfactory
Bengaluru,2020-02-03,33.79,80.75,34.38,0.96,32.47,7.34,79.0,Satisfactory
Bengaluru,2020-02-04,29.27,75.0,32.2,1.0,32.0,6.81,82.0,Satisfactory
Bengaluru,2020-02-05,30.66,74.45,30.15,1.16,34.73,7.47,86.0,Satisfactory
Bengaluru,2020-02-06,43.83,92.77,35.14,1.11,41.55,6.93,96.0,Satisfactory
Bengaluru,2020-02-07,49.51,103.19,31.27,1.06,41.16,8.53,96.0,Satisfactory
Bengaluru,2020-02-08,45.3,106.63,30.49,0.95,38.36,7.2,105.0,Moderate
Bengaluru,2020-02-09,52.39,111.14,25.96,1.06,34.35,10.99,101.0,Moderate
Bengaluru,2020-02-10,35.53,82.96,26.2,1.09,32.75,8.07,103.0,Moderate
Bengaluru,2020-02-11,33.94,77.23,28.99,1.07,34.75,7.08,87.0,Satisfactory
Bengaluru,2020-02-12,32.82,72.71,28.34,0.93,34.6,7.06,80.0,Satisfactory
Bengaluru,2020-02-13,37.67,86.81,37.32,1.06,34.92,7.06,84.0,Satisfactory
Bengaluru,2020-02-14,50.47,120.55,46.46,1.29,45.01,6.98,111.0,Moderate
Bengaluru,2020-02-15,54.91,129.65,54.43,1.24,46.99,7.48,128.0,Moderate
Bengaluru,2020-02-16,45.02,89.03,36.76,0.99,49.12,8.14,120.0,Moderate
Bengaluru,2020-02-17,41.66,94.89,43.77,1.15,42.21,9.48,99.0,Satisfactory
Bengaluru,2020-02-18,43.29,105.87,42.79,1.07,47.44,7.44,103.0,Moderate
Bengaluru,2020-02-19,55.31,97.46,36.85,1.28,49.57,7.62,101.0,Moderate
Bengaluru,2020-02-20,47.86,95.51,33.04,1.06,38.42,5.97,94.0,Satisfactory
Bengaluru,2020-02-21,30.24,72.85,24.85,1.0,40.89,6.25,90.0,Satisfactory
Bengaluru,2020-02-22,33.96,82.03,23.75,0.98,37.76,6.62,78.0,Satisfactory
Bengaluru,2020-02-23,36.3,85.26,21.8,1.09,49.19,5.92,81.0,Satisfactory
Bengaluru,2020-02-24,35.6,82.42,25.61,1.01,43.59,5.93,82.0,Satisfactory
Bengaluru,2020-02-25,41.83,97.01,31.08,1.28,50.22,6.01,107.0,Moderate
Bengaluru,2020-02-26,47.39,88.67,27.21,0.97,36.49,5.38,104.0,Moderate
Bengaluru,2020-02-27,39.39,92.84,31.61,1.16,41.29,6.72,112.0,Moderate
Bengaluru,2020-02-28,42.58,95.58,26.77,1.06,46.4,6.75,98.0,Satisfactory
Bengaluru,2020-02-29,48.75,95.45,27.79,1.01,47.04,6.22,95.0,Satisfactory
Bengaluru,2020-03-01,56.2,89.66,21.91,0.98,49.93,7.09,101.0,Moderate
Bengaluru,2020-03-02,53.75,115.89,29.55,1.18,48.39,6.36,103.0,Moderate
Bengaluru,2020-03-03,70.78,154.34,32.33,1.27,61.01,6.96,137.0,Moderate
Bengaluru,2020-03-04,55.66,118.07,33.05,1.22,52.01,6.6,131.0,Moderate
Bengaluru,2020-03-05,57.89,111.38,28.68,1.04,53.06,7.21,117.0,Moderate
Bengaluru,2020-03-06,41.84,83.19,23.14,0.94,50.82,8.07,100.0,Satisfactory
Bengaluru,2020-03-07,44.33,89.88,26.8,0.98,37.49,7.12,93.0,Satisfactory
Bengaluru,2020-03-08,38.66,84.01,21.71,0.88,40.31,6.71,91.0,Satisfactory
Bengaluru,2020-03-09,38.88,84.66,23.26,0.99,45.57,7.41,99.0,Satisfactory
Bengaluru,2020-03-10,41.48,89.64,22.84,0.94,50.57,7.08,93.0,Satisfactory
Bengaluru,2020-03-11,39.57,80.31,25.62,0.96,50.73,8.25,95.0,Satisfactory
Bengaluru,2020-03-12,34.62,78.55,28.58,1.05,49.83,6.36,97.0,Satisfactory
Bengaluru,2020-03-13,34.77,76.68,27.42,0.93,42.26,7.36,90.0,Satisfactory
Bengaluru,2020-03-14,29.97,72.04,27.04,0.91,38.8,6.65,86.0,Satisfactory
Bengaluru,2020-03-15,33.96,72.17,22.19,0.92,49.32,6.97,88.0,Satisfactory
Bengaluru,2020-03-16,26.15,71.05,21.45,0.84,36.51,6.75,79.0,Satisfactory
Bengaluru,2020-03-17,24.15,77.96,19.78,0.86,31.85,7.01,77.0,Satisfactory
Bengaluru,2020-03-18,29.66,72.55,24.72,0.9,39.28,7.25,78.0,Satisfactory
Bengaluru,2020-03-19,38.15,87.04,26.49,0.93,55.4,7.97,91.0,Satisfactory
Bengaluru,2020-03-20,43.31,94.45,23.38,0.98,53.12,6.97,100.0,Satisfactory
Bengaluru,2020-03-21,40.62,95.67,31.05,1.06,59.91,6.75,103.0,Moderate
Bengaluru,2020-03-22,30.16,66.88,13.39,0.82,48.99,6.92,99.0,Satisfactory
Bengaluru,2020-03-23,40.28,82.77,20.12,1.05,42.02,6.03,85.0,Satisfactory
Bengaluru,2020-03-24,50.85,82.89,15.65,0.86,39.76,6.39,106.0,Moderate
Bengaluru,2020-03-25,25.25,48.81,9.73,0.76,38.24,7.92,70.0,Satisfactory
Bengaluru,2020-03-26,27.77,51.53,8.99,0.7,35.05,5.87,61.0,Satisfactory
Bengaluru,2020-03-27,27.47,51.79,9.44,0.85,35.6,6.49,67.0,Satisfactory
Bengaluru,2020-03-28,24.89,45.75,10.58,0.85,36.29,6.11,70.0,Satisfactory
Bengaluru,2020-03-29,28.45,47.23,12.22,0.85,37.19,6.37,66.0,Satisfactory
Bengaluru,2020-03-30,32.46,53.57,11.09,0.91,41.31,6.77,72.0,Satisfactory
Bengaluru,2020-03-31,22.01,48.55,10.09,0.83,42.69,5.11,68.0,Satisfactory
Bengaluru,2020-04-01,22.54,49.89,10.37,0.76,41.52,5.81,64.0,Satisfactory
Bengaluru,2020-04-02,27.12,58.49,9.58,0.86,46.12,5.56,70.0,Satisfactory
Bengaluru,2020-04-03,34.12,69.87,9.69,0.77,49.16,6.8,82.0,Satisfactory
Bengaluru,2020-04-04,31.93,63.83,9.23,0.72,43.88,6.51,74.0,Satisfactory
Bengaluru,2020-04-05,30.26,67.3,9.81,0.8,39.66,6.06,77.0,Satisfactory
Bengaluru,2020-04-06,22.68,50.53,11.52,0.71,42.79,4.44,65.0,Satisfactory
Bengaluru,2020-04-07,15.14,20.84,13.48,0.71,42.61,5.3,62.0,Satisfactory
Bengaluru,2020-04-08,18.39,28.13,13.73,0.72,52.65,5.55,67.0,Satisfactory
Bengaluru,2020-04-09,23.32,32.12,12.38,0.73,48.84,5.83,65.0,Satisfactory
Bengaluru,2020-04-10,30.06,22.69,11.5,0.67,47.67,6.1,76.0,Satisfactory
Bengaluru,2020-04-11,26.99,35.92,10.63,0.79,45.02,6.06,70.0,Satisfactory
Bengaluru,2020-04-12,22.38,35.49,11.74,0.72,47.0,4.78,64.0,Satisfactory
Bengaluru,2020-04-13,25.61,42.98,15.57,0.71,46.22,5.75,72.0,Satisfactory
Bengaluru,2020-04-14,30.24,52.51,15.73,0.69,46.63,6.34,72.0,Satisfactory
Bengaluru,2020-04-15,33.62,50.11,13.81,0.67,46.04,8.19,74.0,Satisfactory
Bengaluru,2020-04-16,25.27,42.7,12.73,0.73,43.3,6.55,66.0,Satisfactory
Bengaluru,2020-04-17,40.0,50.83,12.28,0.65,41.22,5.77,74.0,Satisfactory
Bengaluru,2020-04-18,34.03,46.7,11.74,0.72,39.05,5.59,94.0,Satisfactory
Bengaluru,2020-04-19,24.22,41.6,10.48,0.61,36.3,6.21,67.0,Satisfactory
Bengaluru,2020-04-20,19.42,31.92,10.76,0.55,32.7,6.75,53.0,Satisfactory
Bengaluru,2020-04-21,17.04,48.52,13.02,0.78,31.78,6.2,65.0,Satisfactory
Bengaluru,2020-04-22,19.95,50.26,10.17,0.68,34.71,6.79,71.0,Satisfactory
Bengaluru,2020-04-23,26.1,48.49,11.41,0.67,38.1,6.36,63.0,Satisfactory
Bengaluru,2020-04-24,26.25,65.58,13.05,0.75,34.36,6.54,69.0,Satisfactory
Bengaluru,2020-04-25,25.98,55.47,13.04,0.69,30.95,5.83,66.0,Satisfactory
Bengaluru,2020-04-26,21.32,43.11,11.76,0.82,37.25,5.47,61.0,Satisfactory
Bengaluru,2020-04-27,19.25,50.33,11.69,0.76,33.06,5.55,59.0,Satisfactory
Bengaluru,2020-04-28,20.74,55.81,11.24,0.79,33.9,5.86,71.0,Satisfactory
Bengaluru,2020-04-29,13.68,39.31,12.02,0.74,30.77,5.73,62.0,Satisfactory
Bengaluru,2020-04-30,20.3,54.56,15.27,0.75,32.26,5.45,61.0,Satisfactory
Bengaluru,2020-05-01,24.81,61.29,12.6,0.67,40.97,6.28,74.0,Satisfactory
Bengaluru,2020-05-02,18.36,50.84,14.26,0.8,38.88,6.19,72.0,Satisfactory
Bengaluru,2020-05-03,22.35,56.07,17.28,0.82,39.28,6.23,71.0,Satisfactory
Bengaluru,2020-05-04,26.1,71.6,18.88,0.86,42.46,7.16,79.0,Satisfactory
Bengaluru,2020-05-05,29.23,87.56,18.26,0.82,43.07,7.44,91.0,Satisfactory
Bengaluru,2020-05-06,23.02,64.54,17.4,0.93,38.88,6.85,85.0,Satisfactory
Bengaluru,2020-05-07,26.87,72.07,18.2,0.88,34.69,6.09,82.0,Satisfactory
Bengaluru,2020-05-08,17.61,52.32,16.86,0.77,31.87,7.14,73.0,Satisfactory
Bengaluru,2020-05-09,21.05,60.98,14.05,0.77,30.1,7.51,76.0,Satisfactory
Bengaluru,2020-05-10,24.29,59.49,13.18,0.77,34.13,6.93,78.0,Satisfactory
Bengaluru,2020-05-11,20.58,66.73,14.23,0.81,35.18,7.7,77.0,Satisfactory
Bengaluru,2020-05-12,15.43,70.53,14.13,0.73,26.07,6.05,82.0,Satisfactory
Bengaluru,2020-05-13,14.56,39.32,13.82,0.8,27.46,6.09,66.0,Satisfactory
Bengaluru,2020-05-14,24.81,58.72,15.82,0.74,33.15,6.12,66.0,Satisfactory
Bengaluru,2020-05-15,17.34,46.71,16.79,0.87,25.11,7.39,73.0,Satisfactory
Bengaluru,2020-05-16,23.44,56.99,18.22,0.96,32.49,7.06,74.0,Satisfactory
Bengaluru,2020-05-17,21.25,52.69,13.24,0.72,36.41,7.19,70.0,Satisfactory
Bengaluru,2020-05-18,16.82,47.84,12.91,0.85,35.55,6.14,68.0,Satisfactory
Bengaluru,2020-05-19,23.81,79.02,13.11,0.73,27.88,5.67,72.0,Satisfactory
Bengaluru,2020-05-20,17.9,64.0,13.77,0.72,26.03,6.05,79.0,Satisfactory
Bengaluru,2020-05-21,19.53,60.44,14.59,0.74,26.55,5.8,70.0,Satisfactory
Bengaluru,2020-05-22,18.13,56.21,15.13,0.79,34.42,5.59,68.0,Satisfactory
Bengaluru,2020-05-23,19.52,62.59,15.05,0.72,39.84,6.29,72.0,Satisfactory
Bengaluru,2020-05-24,18.62,66.58,13.03,0.59,27.7,5.64,66.0,Satisfactory
Bengaluru,2020-05-25,21.06,57.36,16.82,0.7,33.26,5.81,70.0,Satisfactory
Bengaluru,2020-05-26,22.25,71.59,16.47,0.76,34.72,6.38,66.0,Satisfactory
Bengaluru,2020-05-27,19.81,55.23,18.54,0.92,26.83,6.03,75.0,Satisfactory
Bengaluru,2020-05-28,28.46,55.7,14.85,0.66,27.7,6.24,74.0,Satisfactory
Bengaluru,2020-05-29,23.16,53.37,15.72,0.7,25.16,6.48,66.0,Satisfactory
Bengaluru,2020-05-30,15.87,42.52,18.27,0.74,24.01,6.27,72.0,Satisfactory
Bengaluru,2020-05-31,23.32,51.62,11.58,0.84,25.66,7.01,61.0,Satisfactory
Bengaluru,2020-06-01,9.16,22.16,9.72,0.6,20.96,6.78,49.0,Good
Bengaluru,2020-06-02,8.95,19.43,9.76,0.57,17.46,6.65,40.0,Good
Bengaluru,2020-06-03,9.69,19.34,9.78,0.6,19.62,6.85,42.0,Good
Bengaluru,2020-06-04,10.91,30.11,11.51,0.62,17.73,6.94,43.0,Good
Bengaluru,2020-06-05,22.88,48.48,19.65,0.66,18.92,7.12,55.0,Satisfactory
Bengaluru,2020-06-06,18.18,50.12,17.1,0.6,18.22,7.16,55.0,Satisfactory
Bengaluru,2020-06-07,17.6,45.11,13.32,0.57,14.91,7.11,55.0,Satisfactory
Bengaluru,2020-06-08,20.16,48.85,15.31,0.65,16.9,6.88,55.0,Satisfactory
Bengaluru,2020-06-09,21.7,52.5,15.48,0.62,16.73,6.99,58.0,Satisfactory
Bengaluru,2020-06-10,25.44,73.07,15.98,0.66,15.65,6.92,70.0,Satisfactory
Bengaluru,2020-06-11,16.53,39.75,14.7,0.67,12.9,6.99,59.0,Satisfactory
Bengaluru,2020-06-12,16.84,35.21,13.83,0.64,15.56,7.2,49.0,Good
Bengaluru,2020-06-13,16.79,42.32,14.67,0.72,15.52,7.33,50.0,Good
Bengaluru,2020-06-14,16.66,35.74,12.31,0.56,13.54,6.86,49.0,Good
Bengaluru,2020-06-15,19.57,36.58,13.01,0.62,16.22,7.68,47.0,Good
Bengaluru,2020-06-16,17.07,45.6,13.32,0.6,16.51,7.21,55.0,Satisfactory
Bengaluru,2020-06-17,18.29,56.47,14.1,0.65,13.01,7.74,57.0,Satisfactory
Bengaluru,2020-06-18,28.32,63.66,13.98,0.73,12.63,7.27,65.0,Satisfactory
Bengaluru,2020-06-19,21.55,57.17,13.87,0.66,12.34,7.22,65.0,Satisfactory
Bengaluru,2020-06-20,18.32,47.55,13.62,0.66,14.16,7.81,56.0,Satisfactory
Bengaluru,2020-06-21,18.18,42.05,12.45,0.54,13.37,7.47,52.0,Satisfactory
Bengaluru,2020-06-22,15.65,40.19,14.45,0.62,13.04,7.18,49.0,Good
Bengaluru,2020-06-23,20.38,49.93,14.6,0.62,17.72,6.98,56.0,Satisfactory
Bengaluru,2020-06-24,19.72,52.43,14.61,0.61,18.26,6.86,63.0,Satisfactory
Bengaluru,2020-06-25,16.93,40.06,17.67,0.74,19.58,7.73,63.0,Satisfactory
Bengaluru,2020-06-26,15.4,28.66,14.29,0.61,19.53,7.45,58.0,Satisfactory
Bengaluru,2020-06-27,16.6,29.48,13.68,0.67,15.69,7.29,51.0,Satisfactory
Bengaluru,2020-06-28,20.44,26.34,10.33,0.66,17.59,6.6,61.0,Satisfactory
Bengaluru,2020-06-29,28.68,29.27,12.12,0.56,16.99,6.33,65.0,Satisfactory
Bengaluru,2020-06-30,14.47,24.26,12.69,0.56,16.08,6.45,63.0,Satisfactory
Bengaluru,2020-07-01,17.5,30.48,13.25,0.54,15.4,6.66,43.0,Good
Bhopal,2019-09-18,21.25,38.2,37.81,1.38,24.7,8.95,89.0,Satisfactory
Bhopal,2019-09-19,16.94,41.09,25.28,0.95,31.66,8.08,77.0,Satisfactory
Bhopal,2019-09-20,15.29,43.1,26.05,0.95,30.93,7.52,76.0,Satisfactory
Bhopal,2019-09-21,20.75,62.7,30.9,1.41,27.19,7.31,82.0,Satisfactory
Bhopal,2019-09-22,11.21,42.45,25.74,1.16,38.87,5.82,90.0,Satisfactory
Bhopal,2019-09-23,11.81,44.21,25.81,1.07,32.97,5.34,82.0,Satisfactory
Bhopal,2019-09-24,17.7,53.29,28.48,1.18,38.57,4.96,80.0,Satisfactory
Bhopal,2019-09-25,20.41,50.27,28.75,1.11,36.42,7.96,81.0,Satisfactory
Bhopal,2019-09-26,17.21,31.31,27.96,1.05,28.2,9.32,77.0,Satisfactory
Bhopal,2019-09-27,12.65,31.54,20.58,0.84,29.49,9.64,69.0,Satisfactory
Bhopal,2019-09-28,3.4,16.32,14.11,0.64,37.28,6.72,52.0,Satisfactory
Bhopal,2019-09-29,7.23,27.84,17.12,0.66,28.85,5.91,49.0,Good
Bhopal,2019-09-30,8.7,36.97,22.35,0.7,26.74,8.9,56.0,Satisfactory
Bhopal,2019-10-01,6.53,21.31,13.46,0.71,43.46,7.08,68.0,Satisfactory
Bhopal,2019-10-02,20.86,72.34,27.86,0.87,50.24,7.08,75.0,Satisfactory
Bhopal,2019-10-03,24.92,106.41,34.15,0.75,66.15,9.36,97.0,Satisfactory
Bhopal,2019-10-04,28.1,122.06,33.99,1.04,65.06,8.53,112.0,Moderate
Bhopal,2019-10-05,26.41,99.6,36.45,1.01,63.02,8.38,117.0,Moderate
Bhopal,2019-10-06,32.5,90.64,34.81,1.19,40.2,9.9,101.0,Moderate
Bhopal,2019-10-07,39.74,102.93,38.5,1.45,40.72,8.29,109.0,Moderate
Bhopal,2019-10-08,52.66,130.64,34.1,1.26,77.47,11.29,143.0,Moderate
Bhopal,2019-10-09,36.92,114.12,32.53,0.83,79.94,12.3,123.0,Moderate
Bhopal,2019-10-10,42.55,126.36,43.5,1.05,66.05,10.09,118.0,Moderate
Bhopal,2019-10-11,53.12,155.77,38.56,0.96,57.36,7.99,141.0,Moderate
Bhopal,2019-10-12,48.92,175.24,56.37,1.37,61.57,10.03,140.0,Moderate
Bhopal,2019-10-13,55.86,199.68,61.95,1.47,63.59,9.7,168.0,Moderate
Bhopal,2019-10-14,44.56,159.02,33.55,0.88,86.69,10.87,159.0,Moderate
Bhopal,2019-10-15,49.07,160.57,47.42,0.96,71.97,10.06,141.0,Moderate
Bhopal,2019-10-16,53.62,185.45,46.41,1.03,69.49,10.75,148.0,Moderate
Bhopal,2019-10-17,60.57,168.04,44.07,1.11,68.71,11.46,155.0,Moderate
Bhopal,2019-10-18,69.65,176.36,54.27,1.5,62.63,8.69,159.0,Moderate
Bhopal,2019-10-19,70.39,152.01,29.21,0.99,59.11,13.41,146.0,Moderate
Bhopal,2019-10-20,86.57,141.8,41.02,1.18,44.4,13.41,144.0,Moderate
Bhopal,2019-10-21,98.98,163.5,41.72,1.17,45.51,8.65,225.0,Poor
Bhopal,2019-10-22,84.03,176.99,52.3,1.3,46.25,9.64,209.0,Poor
Bhopal,2019-10-23,49.01,115.92,45.9,1.09,51.28,9.81,135.0,Moderate
Bhopal,2019-10-24,50.81,153.3,44.22,1.24,57.63,15.89,116.0,Moderate
Bhopal,2019-10-25,82.8,224.32,51.52,1.48,67.26,11.75,181.0,Moderate
Bhopal,2019-10-26,52.39,107.92,27.36,0.8,51.28,11.37,128.0,Moderate
Bhopal,2019-10-27,61.4,89.15,29.86,1.1,29.35,12.38,99.0,Satisfactory
Bhopal,2019-10-28,77.79,108.58,22.31,0.72,42.02,14.05,228.0,Poor
Bhopal,2019-10-29,41.17,79.21,29.38,1.21,43.73,10.04,85.0,Satisfactory
Bhopal,2019-10-30,32.48,71.23,28.91,0.96,53.56,12.39,108.0,Moderate
Bhopal,2019-10-31,76.75,153.35,69.34,1.58,36.64,13.23,117.0,Moderate
Bhopal,2019-11-01,84.25,163.21,56.23,1.39,53.06,18.31,179.0,Moderate
Bhopal,2019-11-02,59.49,119.11,35.27,1.03,37.27,15.56,153.0,Moderate
Bhopal,2019-11-03,41.34,88.69,32.76,1.02,40.69,12.54,97.0,Satisfactory
Bhopal,2019-11-04,62.23,149.39,48.17,1.47,40.1,7.87,129.0,Moderate
Bhopal,2019-11-05,65.74,157.38,57.11,1.46,52.59,9.59,146.0,Moderate
Bhopal,2019-11-06,80.33,174.05,53.19,1.33,56.88,15.74,146.0,Moderate
Bhopal,2019-11-07,65.45,145.09,36.89,1.1,45.14,15.52,186.0,Moderate
Bhopal,2019-11-08,44.76,84.77,25.32,0.77,57.43,11.62,97.0,Satisfactory
Bhopal,2019-11-09,101.67,165.64,31.65,1.03,109.33,12.5,167.0,Moderate
Bhopal,2019-11-10,99.16,177.35,43.8,1.34,90.45,11.29,234.0,Poor
Bhopal,2019-11-11,92.96,199.03,51.48,1.38,67.58,15.28,220.0,Poor
Bhopal,2019-11-12,82.3,178.74,52.38,1.44,59.06,22.17,193.0,Moderate
Bhopal,2019-11-13,89.84,198.72,63.33,1.52,59.61,22.96,193.0,Moderate
Bhopal,2019-11-14,84.8,197.8,50.55,1.32,71.1,14.45,190.0,Moderate
Bhopal,2019-11-15,111.07,251.75,62.13,1.63,71.84,19.3,224.0,Poor
Bhopal,2019-11-16,111.98,249.14,67.6,1.37,66.8,17.52,268.0,Poor
Bhopal,2019-11-17,100.68,260.27,61.43,1.71,68.83,15.11,279.0,Poor
Bhopal,2019-11-18,76.82,193.01,49.59,1.25,84.68,11.55,180.0,Moderate
Bhopal,2019-11-19,76.28,201.55,55.49,1.47,73.15,16.06,174.0,Moderate
Bhopal,2019-11-20,73.75,165.16,39.49,1.07,79.82,14.87,170.0,Moderate
Bhopal,2019-11-21,108.95,209.35,46.99,1.65,70.97,22.75,236.0,Poor
Bhopal,2019-11-22,119.3,258.16,50.9,2.04,64.41,18.55,274.0,Poor
Bhopal,2019-11-23,111.51,240.16,58.73,1.54,75.19,16.49,266.0,Poor
Bhopal,2019-11-24,107.39,194.47,57.81,1.59,92.08,14.81,268.0,Poor
Bhopal,2019-11-25,98.08,173.15,46.22,1.29,90.66,15.75,244.0,Poor
Bhopal,2019-11-26,88.87,172.43,49.62,1.22,93.56,33.53,204.0,Poor
Bhopal,2019-11-27,136.42,236.76,61.91,1.59,84.14,32.95,286.0,Poor
Bhopal,2019-11-28,120.33,254.98,61.66,1.42,66.82,37.97,312.0,Very Poor
Bhopal,2019-11-29,94.52,214.24,57.15,1.58,60.33,20.05,228.0,Poor
Bhopal,2019-11-30,97.46,232.36,50.92,1.38,60.26,17.76,225.0,Poor
Bhopal,2019-12-01,102.14,208.49,42.84,1.26,73.56,22.44,218.0,Poor
Bhopal,2019-12-02,106.73,219.55,47.17,1.24,67.94,20.65,274.0,Poor
Bhopal,2019-12-03,93.3,164.93,48.07,1.09,75.97,12.33,239.0,Poor
Bhopal,2019-12-04,58.17,133.93,54.91,1.09,65.29,12.13,140.0,Moderate
Bhopal,2019-12-05,54.73,136.33,53.51,0.95,59.47,13.59,135.0,Moderate
Bhopal,2019-12-06,62.92,141.0,49.41,0.95,73.3,11.81,120.0,Moderate
Bhopal,2019-12-07,113.84,213.2,69.19,1.4,81.85,23.5,189.0,Moderate
Bhopal,2019-12-08,132.79,233.3,72.24,1.56,76.68,20.84,310.0,Very Poor
Bhopal,2019-12-09,122.7,233.44,70.44,1.54,76.1,13.35,305.0,Very Poor
Bhopal,2019-12-10,119.7,242.07,75.55,1.66,70.76,15.74,295.0,Poor
Bhopal,2019-12-11,114.08,233.12,75.67,1.43,65.67,17.54,298.0,Poor
Bhopal,2019-12-12,86.48,166.1,45.18,0.95,64.08,14.53,243.0,Poor
Bhopal,2019-12-13,48.52,97.13,36.54,0.88,58.07,10.42,121.0,Moderate
Bhopal,2019-12-14,70.34,115.59,38.1,0.92,48.52,3.97,119.0,Moderate
Bhopal,2019-12-15,69.58,105.5,36.82,0.84,38.72,5.88,120.0,Moderate
Bhopal,2019-12-16,68.18,106.69,41.63,0.86,45.16,5.34,137.0,Moderate
Bhopal,2019-12-17,98.75,144.08,47.53,0.96,49.55,5.75,180.0,Moderate
Bhopal,2019-12-18,82.89,138.04,56.51,1.05,46.45,7.82,217.0,Poor
Bhopal,2019-12-19,73.27,132.11,59.98,1.2,48.92,12.26,153.0,Moderate
Bhopal,2019-12-20,92.61,175.92,69.33,1.36,46.03,13.54,197.0,Moderate
Bhopal,2019-12-21,80.04,155.45,59.83,1.15,61.25,14.39,190.0,Moderate
Bhopal,2019-12-22,78.56,147.6,57.2,1.14,60.14,10.69,147.0,Moderate
Bhopal,2019-12-23,71.6,128.59,49.38,0.97,66.32,8.04,171.0,Moderate
Bhopal,2019-12-24,76.98,137.53,48.93,1.09,50.84,9.38,117.0,Moderate
Bhopal,2019-12-25,115.82,169.48,41.34,1.17,34.89,6.81,234.0,Poor
Bhopal,2019-12-26,77.06,128.39,49.21,1.03,52.24,7.89,241.0,Poor
Bhopal,2019-12-27,58.7,124.83,55.18,1.0,47.03,10.2,130.0,Moderate
Bhopal,2019-12-28,45.61,86.96,43.82,0.84,54.9,10.54,99.0,Satisfactory
Bhopal,2019-12-29,65.61,113.96,46.49,0.91,47.5,4.24,106.0,Moderate
Bhopal,2019-12-30,67.7,117.86,44.05,0.98,51.42,6.91,119.0,Moderate
Bhopal,2019-12-31,116.65,173.53,47.06,1.18,40.11,10.31,187.0,Moderate
Bhopal,2020-01-01,100.55,145.81,42.22,1.13,40.01,3.99,266.0,Poor
Bhopal,2020-01-02,84.46,134.81,38.04,1.04,34.23,6.96,223.0,Poor
Bhopal,2020-01-03,96.58,151.47,41.4,1.05,42.14,5.29,199.0,Moderate
Bhopal,2020-01-04,93.38,155.98,49.68,1.33,41.08,6.66,205.0,Poor
Bhopal,2020-01-05,75.17,125.76,46.67,1.1,37.47,3.36,213.0,Poor
Bhopal,2020-01-06,45.49,96.18,47.62,0.9,47.64,12.43,105.0,Moderate
Bhopal,2020-01-07,65.96,162.16,51.85,1.25,43.92,19.06,114.0,Moderate
Bhopal,2020-01-08,74.62,158.19,35.11,0.9,55.42,7.48,153.0,Moderate
Bhopal,2020-01-09,78.07,132.56,34.05,0.74,47.76,14.65,174.0,Moderate
Bhopal,2020-01-10,65.94,113.49,36.15,0.81,51.3,7.34,120.0,Moderate
Bhopal,2020-01-11,65.7,127.1,46.29,0.95,60.12,11.1,115.0,Moderate
Bhopal,2020-01-12,70.03,142.67,54.59,1.35,49.77,13.32,124.0,Moderate
Bhopal,2020-01-13,62.95,150.56,43.3,1.31,49.23,15.23,146.0,Moderate
Bhopal,2020-01-14,85.64,158.56,48.0,1.43,33.43,11.31,147.0,Moderate
Bhopal,2020-01-15,105.95,162.64,36.38,1.22,28.41,10.5,200.0,Moderate
Bhopal,2020-01-16,134.02,196.56,32.54,1.33,18.93,9.74,307.0,Very Poor
Bhopal,2020-01-17,80.47,139.95,38.33,1.01,49.45,17.33,234.0,Poor
Bhopal,2020-01-18,87.22,145.21,40.78,1.13,32.11,16.63,193.0,Moderate
Bhopal,2020-01-19,61.76,107.46,39.66,0.94,40.37,15.78,137.0,Moderate
Bhopal,2020-01-20,52.0,103.34,39.37,0.82,48.53,14.48,107.0,Moderate
Bhopal,2020-01-21,66.21,133.21,45.66,1.11,44.59,12.89,104.0,Moderate
Bhopal,2020-01-22,77.7,142.79,37.59,0.95,39.34,11.27,147.0,Moderate
Bhopal,2020-01-23,65.7,118.35,40.99,0.93,55.28,11.19,141.0,Moderate
Bhopal,2020-01-24,55.61,153.75,53.06,1.27,46.25,12.64,133.0,Moderate
Bhopal,2020-01-25,80.92,197.84,60.5,1.56,40.15,7.33,151.0,Moderate
Bhopal,2020-01-26,78.94,179.42,58.1,1.5,46.81,25.68,184.0,Moderate
Bhopal,2020-01-27,59.64,173.19,44.36,0.79,56.0,16.3,123.0,Moderate
Bhopal,2020-01-28,51.51,152.6,29.92,0.84,57.96,11.42,162.0,Moderate
Bhopal,2020-01-29,26.35,126.17,28.66,0.64,60.68,7.9,120.0,Moderate
Bhopal,2020-01-30,61.02,121.23,37.6,0.84,56.55,7.17,118.0,Moderate
